customer_id,address,postcode,state,country,property_valuation,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,AGE
1709,8 Talisman Avenue,2211,NSW,Australia,10,Osgood,Seeborne,Male,36,1974-09-30,Food Chemist,Health,Affluent Customer,N,No,6,45
1710,147 Waubesa Point,2094,NSW,Australia,12,Matilde,MacKeeg,Female,49,1954-06-30,Health Coach IV,Health,High Net Worth,N,No,17,65
1711,2 Dwight Point,4133,QLD,Australia,5,Marie-jeanne,Mattson,Female,81,1993-09-26,Health Coach IV,Manufacturing,High Net Worth,N,Yes,7,26
1712,62 Mallard Avenue,3437,VIC,Australia,7,Chad,Mattson,Female,63,1976-10-12,Dental Hygienist,Health,High Net Worth,N,Yes,7,43
1713,9 Onsgard Court,3170,VIC,Australia,9,Jennica,Jeeks,Female,89,1988-11-08,Teacher,Retail,High Net Worth,N,Yes,21,31
1714,20415 Clyde Gallagher Parkway,2333,NSW,Australia,5,Esma,Rycroft,Female,80,1998-06-26,Senior Sales Associate,Property,High Net Worth,N,Yes,4,21
1715,32 Hagan Junction,2570,NSW,Australia,9,Cobb,Schrinel,Male,41,1988-06-01,Web Developer III,Entertainment,Mass Customer,N,Yes,12,31
1716,5 Spohn Alley,2121,NSW,Australia,11,Lou,Yellep,Female,42,1987-01-30,Senior Developer,Telecommunications,Affluent Customer,N,No,5,33
1717,8 Scott Street,3205,VIC,Australia,8,Obadias,Gristwood,Male,96,1978-11-14,Civil Engineer,Manufacturing,Mass Customer,N,No,6,41
1718,02862 Esker Crossing,2173,NSW,Australia,9,Eada,Coaster,Female,13,1994-04-19,Professor,Financial Services,High Net Worth,N,Yes,4,26
1719,03 Lillian Street,3071,VIC,Australia,8,Devy,Hannum,Male,71,1973-07-04,Media Manager IV,Financial Services,High Net Worth,N,No,18,46
1720,644 Karstens Place,3040,VIC,Australia,11,Matilda,Milton,Female,96,1986-10-06,Staff Accountant II,Financial Services,Mass Customer,N,Yes,13,33
1721,0 Graedel Drive,4817,QLD,Australia,4,Delcine,Hansod,Female,82,1980-10-22,Senior Quality Engineer,Financial Services,High Net Worth,N,No,14,39
1722,86 Menomonie Plaza,2290,NSW,Australia,4,Fritz,Geare,Male,52,1963-07-17,Cost Accountant,Financial Services,Mass Customer,N,No,4,56
1723,7233 Lerdahl Lane,4212,QLD,Australia,7,Atalanta,Stoeck,Female,90,1986-10-24,Geologist IV,Financial Services,Mass Customer,N,Yes,7,33
1724,5676 Golf View Junction,2137,NSW,Australia,12,Davita,Pristnor,Female,28,1999-01-24,Assistant Media Planner,Entertainment,High Net Worth,N,Yes,4,21
1725,2 Mcguire Terrace,2323,NSW,Australia,7,Corena,Postlewhite,Female,80,1979-07-19,Junior Executive,Manufacturing,High Net Worth,N,Yes,16,40
1726,773 Tomscot Plaza,2203,NSW,Australia,10,Mariette,Alexsandrev,Female,41,1973-08-06,Junior Executive,Financial Services,High Net Worth,N,No,11,46
1727,5 Fisk Way,2230,NSW,Australia,12,Everard,Alexsandrev,Male,43,1978-05-10,Assistant Media Planner,Entertainment,High Net Worth,N,No,6,42
1728,0 Pierstorff Place,2770,NSW,Australia,8,Pryce,Larner,Male,41,1977-05-04,Paralegal,Financial Services,Affluent Customer,N,No,22,43
1729,25253 Straubel Trail,2153,NSW,Australia,10,Alla,Kyles,Female,37,1987-11-16,Mechanical Systems Engineer,Argiculture,High Net Worth,N,No,7,32
1730,752 Nevada Circle,2089,NSW,Australia,10,Tildi,Kirkup,Female,29,1985-12-21,Senior Financial Analyst,Financial Services,Mass Customer,N,No,20,34
1731,0672 Mitchell Terrace,4161,QLD,Australia,5,Aigneis,MacKall,Female,26,1959-03-11,Health Coach III,Health,High Net Worth,N,Yes,19,61
1732,78 Parkside Trail,3046,VIC,Australia,8,Elihu,Cudworth,Male,95,1978-07-07,Desktop Support Technician,Argiculture,Mass Customer,N,Yes,10,41
1733,7962 Dottie Park,2284,NSW,Australia,5,Gothart,Coomer,Male,10,1986-05-26,Associate Professor,Financial Services,High Net Worth,N,No,20,33
1734,0 Westport Center,4558,QLD,Australia,4,Adriana,Cullerne,Female,88,1977-10-10,Community Outreach Specialist,Retail,Mass Customer,N,Yes,11,42
1735,63862 Dawn Park,4655,QLD,Australia,2,Sly,Offord,Male,7,1966-09-07,Occupational Therapist,Health,Mass Customer,N,No,8,53
1736,2538 Gateway Pass,4152,QLD,Australia,4,Garrek,Rowbotham,Male,83,1998-05-10,Associate Professor,IT,Affluent Customer,N,No,4,22
1737,33006 Petterle Trail,4121,QLD,Australia,8,Benny,Jammet,Female,21,1976-09-06,Senior Developer,Property,Affluent Customer,N,Yes,13,43
1738,0130 Loeprich Lane,3808,VIC,Australia,9,Frankie,Seydlitz,Male,39,1985-04-24,Engineer II,Argiculture,High Net Worth,N,Yes,14,35
1739,0 Warner Road,2680,NSW,Australia,4,Burnaby,Stiffkins,Male,20,1954-10-06,Software Consultant,Entertainment,Mass Customer,N,No,7,65
1740,7 Ohio Court,3796,VIC,Australia,8,Faythe,Janaszewski,U,83,1954-10-06,Research Associate,IT,Mass Customer,N,Yes,11,65
1741,27 Evergreen Terrace,2261,NSW,Australia,9,Karlens,Carneck,Male,18,1994-07-11,General Manager,Financial Services,High Net Worth,N,No,3,25
1742,17 Ohio Drive,4053,QLD,Australia,7,Quintin,Dublin,Male,48,1958-08-17,Tax Accountant,Financial Services,High Net Worth,N,No,13,61
1743,4912 Lukken Way,4570,QLD,Australia,3,Pall,Creek,Male,80,1981-07-25,Director of Sales,Manufacturing,Affluent Customer,N,Yes,8,38
1744,89 Cherokee Road,4211,QLD,Australia,8,Phoebe,Kahen,Female,41,1972-01-21,Nurse Practicioner,Financial Services,High Net Worth,N,No,12,48
1745,4216 Annamark Pass,4300,QLD,Australia,4,Leigha,Clawson,Female,37,1955-08-23,Chief Design Engineer,Financial Services,Mass Customer,N,Yes,6,64
1746,6 Forest Dale Parkway,4017,QLD,Australia,4,Kev,Clawson,Male,58,1962-01-05,Operator,IT,High Net Worth,N,No,6,58
1747,1 Namekagon Parkway,4075,QLD,Australia,5,Obadiah,Fairall,Male,46,1987-03-14,Research Assistant II,Financial Services,Affluent Customer,N,No,14,33
1748,09810 Dayton Hill,4035,QLD,Australia,8,Skell,Oxenden,Male,83,1956-06-07,Recruiter,Manufacturing,Mass Customer,N,Yes,10,63
1749,85 Magdeline Crossing,3149,VIC,Australia,9,Debbi,Petschelt,Female,66,1980-10-22,Recruiter,Telecommunications,High Net Worth,N,No,4,39
1750,7 Laurel Avenue,2125,NSW,Australia,12,Filbert,Evreux,Male,14,1959-05-13,Internal Auditor,Entertainment,Mass Customer,N,Yes,16,61
1751,441 Old Shore Circle,2131,NSW,Australia,11,Sara-ann,Haddick,Female,49,1969-03-23,Internal Auditor,Health,Mass Customer,N,No,4,51
1752,5 Huxley Point,2154,NSW,Australia,10,Diane,Busk,Female,92,1977-01-27,Systems Administrator II,Health,Mass Customer,N,No,17,43
1753,3483 Burrows Hill,2137,NSW,Australia,11,Kerry,Ford,Female,6,1997-10-12,VP Product Management,Health,High Net Worth,N,Yes,1,22
1754,84707 Harper Circle,3114,VIC,Australia,10,Zonnya,Tolland,Female,24,1965-11-27,VP Product Management,Retail,Mass Customer,N,Yes,15,54
1755,78 Jackson Point,2047,NSW,Australia,11,Dagmar,Panyer,Female,38,1986-08-23,Tax Accountant,Property,Mass Customer,N,No,20,33
1756,8 Armistice Circle,3977,VIC,Australia,6,Daron,Panyer,Female,92,1976-12-17,Junior Executive,Property,High Net Worth,N,No,7,43
1757,73425 Mitchell Court,4304,QLD,Australia,3,Hashim,Hartwell,Male,68,1966-03-03,Junior Executive,IT,High Net Worth,N,No,7,54
1758,4 5th Circle,2800,NSW,Australia,2,Helli,Cooksley,Female,16,1971-10-28,Administrative Assistant I,Argiculture,Mass Customer,N,Yes,6,48
1759,096 Anniversary Point,2030,NSW,Australia,12,Quillan,Shortland,Male,52,1969-06-02,Biostatistician IV,Financial Services,High Net Worth,N,No,15,50
1760,7714 Heffernan Circle,3130,VIC,Australia,8,Kelsy,Barrowcliff,Female,68,1966-04-27,Dental Hygienist,Health,High Net Worth,N,No,15,54
1761,2 Portage Avenue,2170,NSW,Australia,9,Kassi,List,Female,96,1974-08-29,Legal Assistant,Manufacturing,Mass Customer,N,Yes,14,45
1762,636 Debs Circle,3039,VIC,Australia,9,Gaye,Steutly,Female,49,1978-04-30,Research Assistant II,Health,Mass Customer,N,Yes,18,42
1763,08731 Coleman Lane,3352,VIC,Australia,6,Suzie,Ornillos,Female,96,1994-10-30,Automation Specialist I,Manufacturing,Affluent Customer,N,Yes,7,25
1764,12860 Warner Court,3129,VIC,Australia,8,Zaria,Van der Krui,Female,36,1960-06-21,Desktop Support Technician,Manufacturing,Mass Customer,N,Yes,10,59
1765,10 Cambridge Street,4567,QLD,Australia,7,Sibella,O' Mara,Female,48,1967-02-13,Senior Quality Engineer,Manufacturing,High Net Worth,N,No,10,53
1766,8943 Knutson Point,4154,QLD,Australia,9,Maye,O'Moylane,Female,53,1985-10-20,Senior Quality Engineer,Manufacturing,Affluent Customer,N,No,21,34
1767,3 Nevada Road,4215,QLD,Australia,3,Cicely,Millier,Female,28,1959-03-10,Software Engineer IV,Manufacturing,Affluent Customer,N,Yes,19,61
1768,01 Havey Drive,2099,NSW,Australia,12,Normand,Ganderton,Male,36,1974-02-09,Programmer I,Manufacturing,High Net Worth,N,No,13,46
1769,466 Westport Drive,2263,NSW,Australia,7,Sheridan,Shaves,Male,13,1960-11-26,Programmer I,Manufacturing,Mass Customer,N,Yes,5,59
1770,40985 Cherokee Junction,2155,NSW,Australia,10,Chrysler,Vasile,Female,63,1995-04-10,Junior Executive,Manufacturing,Mass Customer,N,Yes,7,25
1771,410 Hoepker Pass,4123,QLD,Australia,5,Zarah,Santello,Female,1,1974-11-01,Geological Engineer,Manufacturing,Mass Customer,N,Yes,14,45
1772,6 Reinke Street,2768,NSW,Australia,10,Michael,Foulis,Male,98,1984-07-07,Financial Analyst,Financial Services,High Net Worth,N,Yes,14,35
1773,9097 Superior Drive,2114,NSW,Australia,8,Nickolas,Guittet,U,82,1984-07-07,Financial Analyst,IT,Mass Customer,N,Yes,11,35
1774,6 Hansons Park,2145,NSW,Australia,7,Vidovik,Astall,Male,48,1978-11-01,Compensation Analyst,Financial Services,Mass Customer,N,Yes,18,41
1775,5394 Dryden Terrace,3149,VIC,Australia,11,Kimberly,Dishmon,Female,73,1995-10-01,Actuary,Financial Services,Affluent Customer,N,No,3,24
1776,56 Bultman Parkway,4721,QLD,Australia,1,Korey,Gate,Male,77,1978-08-26,Accountant I,Financial Services,Affluent Customer,N,No,10,41
1777,835 West Hill,2118,NSW,Australia,11,Lucinda,Jerok,Female,47,1994-05-02,Sales Representative,Retail,Affluent Customer,N,No,1,26
1778,8 Vermont Pass,3930,VIC,Australia,9,Emera,Margrem,Female,72,2000-07-30,Staff Accountant III,Retail,Mass Customer,N,Yes,2,19
1779,6238 Hanover Crossing,3141,VIC,Australia,7,Krishnah,Firmage,Male,55,1996-11-19,Information Systems Manager,Argiculture,Affluent Customer,N,No,5,23
1780,2 Thierer Plaza,3976,VIC,Australia,3,Maude,Tixier,U,52,1996-11-19,Research Associate,IT,Mass Customer,N,No,11,23
1781,71776 Express Avenue,2749,NSW,Australia,8,Sammie,Uglow,Male,63,1965-07-26,Data Coordiator,IT,Affluent Customer,N,No,17,54
1782,162 Golf View Hill,2011,NSW,Australia,6,Ewen,Emes,Male,47,1966-12-22,Pharmacist,Health,Affluent Customer,N,Yes,9,53
1783,7389 Union Place,2745,NSW,Australia,8,Brett,McCalister,Male,55,1995-07-30,Pharmacist,Retail,Mass Customer,N,Yes,7,24
1784,07 Miller Pass,2017,NSW,Australia,9,Louella,O' Timony,Female,37,1994-10-15,GIS Technical Architect,Manufacturing,Mass Customer,N,Yes,6,25
1785,30 Delladonna Plaza,3046,VIC,Australia,8,Marty,Whatford,Male,23,1960-12-10,Clinical Specialist,Health,Mass Customer,N,No,19,59
1786,7395 Blackbird Lane,2134,NSW,Australia,9,Lonee,Gorce,Female,70,1962-03-20,Administrative Assistant III,Argiculture,High Net Worth,N,Yes,11,58
1787,79427 Hudson Trail,3677,VIC,Australia,1,Tull,Godehard.sf,Male,2,1976-11-21,Executive Secretary,Retail,High Net Worth,N,Yes,13,43
1788,67 Hooker Place,2380,NSW,Australia,5,Anna-diana,Kurten,Female,79,1964-08-10,Account Representative IV,Financial Services,High Net Worth,N,Yes,10,55
1789,0380 Chinook Avenue,2047,NSW,Australia,12,Talya,Darycott,Female,44,1986-08-29,Analog Circuit Design manager,Property,Mass Customer,N,No,9,33
1790,4092 Brentwood Trail,2147,NSW,Australia,10,Vite,Molyneux,Male,90,1993-09-25,Budget/Accounting Analyst IV,Health,Affluent Customer,N,No,1,26
1791,613 Mayfield Trail,4012,QLD,Australia,6,Ninon,Van Der Hoog,Female,20,1974-12-25,Data Coordiator,IT,Affluent Customer,N,Yes,19,45
1792,2 Spohn Court,2750,NSW,Australia,9,Dunstan,Kegley,Male,1,1988-04-07,Data Coordiator,Financial Services,Mass Customer,N,No,15,32
1793,05239 Springs Circle,3030,VIC,Australia,7,Hewett,Handes,Male,19,1989-06-14,Actuary,Financial Services,Mass Customer,N,Yes,2,30
1794,59 Old Gate Drive,4878,QLD,Australia,5,Caro,McKirton,Female,53,1969-03-10,Administrative Officer,Property,Mass Customer,N,No,8,51
1795,31186 Hoard Junction,2015,NSW,Australia,12,Wally,Rebbeck,Male,40,1977-09-21,Internal Auditor,Manufacturing,Affluent Customer,N,No,7,42
1796,2 Crest Line Crossing,2072,NSW,Australia,9,Cayla,Marcus,Female,79,1969-11-28,Desktop Support Technician,Manufacturing,High Net Worth,N,Yes,8,50
1797,18083 Mallard Drive,3075,VIC,Australia,7,Basile,Le Floch,Male,49,1974-05-16,Assistant Professor,Manufacturing,Mass Customer,N,No,8,46
1798,93 Lakeland Court,3810,VIC,Australia,6,Eunice,Risom,Female,46,2000-10-11,Electrical Engineer,Manufacturing,High Net Worth,N,Yes,1,19
1799,023 Thackeray Lane,2070,NSW,Australia,12,Tito,Brash,Male,81,1977-12-23,Electrical Engineer,Manufacturing,Affluent Customer,N,No,17,42
1800,79737 Hollow Ridge Trail,2199,NSW,Australia,9,Dianemarie,Hatherall,Female,30,1955-09-23,Executive Secretary,Argiculture,High Net Worth,N,No,11,64
1801,95465 Union Plaza,4055,QLD,Australia,7,Bendix,Olivella,Male,48,1976-12-23,Legal Assistant,Manufacturing,Affluent Customer,N,No,21,43
1802,66238 Old Gate Circle,4157,QLD,Australia,9,Lizzie,Duke,Female,3,1973-04-11,Nuclear Power Engineer,Manufacturing,Mass Customer,N,No,7,47
1803,3 Delladonna Street,4799,QLD,Australia,3,Clarinda,Edlyn,Female,75,1988-01-13,Nuclear Power Engineer,Manufacturing,Mass Customer,N,No,6,32
1804,3 Mallard Center,2251,NSW,Australia,8,Matelda,Kordas,Female,91,1963-03-28,Product Engineer,Property,Affluent Customer,N,No,4,57
1805,31 Eastwood Circle,2460,NSW,Australia,3,Venus,Sketch,Female,90,1976-10-15,Budget/Accounting Analyst II,Financial Services,Mass Customer,N,No,12,43
1806,507 Onsgard Place,4701,QLD,Australia,1,Gil,De Gregorio,U,95,1976-10-15,Software Test Engineer IV,IT,Mass Customer,N,No,11,43
1807,69555 Dakota Alley,4211,QLD,Australia,5,Pollyanna,Serjeantson,Female,45,1955-03-15,Help Desk Operator,IT,High Net Worth,N,Yes,16,65
1808,21969 Lawn Court,2095,NSW,Australia,9,Charles,Carren,Male,98,1965-12-15,Information Systems Manager,Retail,High Net Worth,N,No,17,54
1809,7 Erie Court,2263,NSW,Australia,7,Reba,Southon,Female,67,1961-01-26,Programmer II,Health,Mass Customer,N,Yes,19,59
1810,0724 Oxford Crossing,2146,NSW,Australia,9,Royall,Terris,Male,98,1959-05-06,Geological Engineer,Manufacturing,High Net Worth,N,No,16,61
1811,1 Monterey Terrace,2011,NSW,Australia,12,Sylvan,Sugge,Male,59,1999-10-13,Geological Engineer,Financial Services,Mass Customer,N,No,1,20
1812,75 Duke Plaza,2147,NSW,Australia,9,Daffi,Sewley,Female,20,1959-07-11,Clinical Specialist,Health,Affluent Customer,N,No,14,60
1813,156 Lakeland Way,4035,QLD,Australia,9,Reeva,Eakeley,Female,45,2001-05-19,Technical Writer,Manufacturing,Mass Customer,N,No,1,18
1814,91 Mosinee Point,2166,NSW,Australia,5,Shawn,Platfoot,Female,33,1988-08-18,Web Designer IV,Retail,Affluent Customer,N,No,17,31
1815,1508 Hooker Avenue,2000,NSW,Australia,8,Bab,Bingall,Female,23,1954-03-26,Software Test Engineer I,Argiculture,Mass Customer,N,Yes,19,66
1816,3202 Ridge Oak Alley,4121,QLD,Australia,9,Lonni,Andrichak,Female,68,1977-02-25,Software Test Engineer I,Argiculture,Mass Customer,N,No,18,43
1817,5510 Pepper Wood Street,3429,VIC,Australia,6,Jozef,Frizzell,Male,32,1975-03-13,Graphic Designer,Argiculture,High Net Worth,N,No,19,45
1818,42952 Fairfield Center,3012,VIC,Australia,8,Katha,Lockhurst,Female,64,1967-04-01,Assistant Media Planner,Entertainment,Mass Customer,N,Yes,11,53
1819,1 Garrison Street,3103,VIC,Australia,12,Deedee,Fransinelli,Female,26,1994-11-23,Graphic Designer,Entertainment,Mass Customer,N,Yes,8,25
1820,013 Armistice Street,2769,NSW,Australia,10,Yard,Teeney,Male,12,1996-04-02,Software Engineer II,IT,Affluent Customer,N,No,5,24
1821,3201 Canary Center,2540,NSW,Australia,9,Fields,Bayne,Male,89,1972-03-09,Web Developer IV,Entertainment,High Net Worth,N,Yes,15,48
1822,4365 Basil Junction,2539,NSW,Australia,7,Trudie,Capper,Female,67,1962-09-18,Web Developer IV,Financial Services,Mass Customer,N,No,9,57
1823,1164 Toban Road,3806,VIC,Australia,5,Trude,Rizzardo,Female,29,1974-05-24,VP Quality Control,Financial Services,High Net Worth,N,No,10,45
1824,2364 Dovetail Way,3048,VIC,Australia,6,Robbie,Yakubovics,Female,12,1959-10-12,Safety Technician III,Manufacturing,Affluent Customer,N,Yes,5,60
1825,738 Sloan Place,3212,VIC,Australia,5,Arv,Whitsey,Male,82,1967-02-14,VP Quality Control,Financial Services,Mass Customer,N,Yes,17,53
1826,318 Jenifer Alley,2119,NSW,Australia,11,Jareb,Langcaster,Male,33,1961-01-10,Chemical Engineer,Manufacturing,High Net Worth,N,Yes,7,59
1827,6395 Anthes Hill,4504,QLD,Australia,4,Stormie,Smyth,Female,92,1978-01-15,Sales Representative,Retail,Affluent Customer,N,Yes,18,42
1828,36516 Forster Lane,4034,QLD,Australia,7,Leigha,Bacchus,Female,65,1987-12-02,Junior Executive,Manufacturing,Affluent Customer,N,No,14,32
1829,107 Garrison Plaza,2200,NSW,Australia,10,Darcy,Jaslem,Male,82,1980-10-29,Editor,Manufacturing,Mass Customer,N,No,14,39
1830,717 Oakridge Way,2117,NSW,Australia,8,Nathan,Antognazzi,Male,98,1985-04-30,Software Consultant,Manufacturing,High Net Worth,N,No,12,35
1831,16405 Doe Crossing Parkway,3630,VIC,Australia,3,Lisle,Yokel,Male,58,1977-11-13,Social Worker,Health,Mass Customer,N,No,15,42
1832,16 Monument Place,4701,QLD,Australia,3,Elicia,Normanvill,Female,53,1964-11-05,Programmer Analyst III,Manufacturing,Mass Customer,N,Yes,12,55
1833,99841 Talisman Street,4224,QLD,Australia,3,Klemens,Eite,Male,67,1967-03-15,Actuary,Financial Services,High Net Worth,N,Yes,19,53
1834,21 Duke Hill,4344,QLD,Australia,4,Otes,Gottelier,Male,84,1977-06-30,Director of Sales,Financial Services,High Net Worth,N,Yes,11,42
1835,891 Anderson Parkway,2009,NSW,Australia,10,Rodrigo,Felce,Male,48,1993-06-30,Financial Advisor,Financial Services,Affluent Customer,N,Yes,1,26
1836,9446 Holmberg Court,2133,NSW,Australia,11,Rochella,Harce,Female,54,1955-06-05,Research Nurse,Health,Mass Customer,N,Yes,13,64
1837,46512 Cambridge Avenue,2759,NSW,Australia,8,Tirrell,Cosgreave,Male,9,1973-12-29,Account Coordinator,Manufacturing,Mass Customer,N,Yes,19,46
1838,54250 Welch Pass,3145,VIC,Australia,11,Jobina,Dudenie,Female,14,1964-11-25,Business Systems Development Analyst,Financial Services,Affluent Customer,N,Yes,12,55
1839,734 South Court,4152,QLD,Australia,8,Faythe,Rance,Female,60,1987-05-08,Internal Auditor,Entertainment,High Net Worth,N,Yes,5,33
1840,769 Banding Avenue,2151,NSW,Australia,10,Sherman,Gullen,Male,22,1977-11-04,Staff Scientist,Argiculture,High Net Worth,N,Yes,20,42
1841,2590 Northport Hill,2070,NSW,Australia,11,Nathanial,D'Ambrogi,Male,63,1995-10-22,Administrative Assistant III,Argiculture,Affluent Customer,N,No,2,24
1842,9649 Cascade Way,2250,NSW,Australia,8,Ephrayim,Beville,Male,89,1977-02-27,Accountant IV,Financial Services,Mass Customer,N,No,8,43
1843,69 Valley Edge Lane,3144,VIC,Australia,8,Kennett,Attack,Male,96,1984-09-08,Recruiting Manager,Financial Services,Mass Customer,N,Yes,4,35
1844,327 Monument Street,3201,VIC,Australia,4,Amaleta,Slafford,Female,71,1975-10-21,Product Engineer,Financial Services,Mass Customer,N,No,12,44
1845,4 Sunnyside Crossing,2125,NSW,Australia,12,Pascal,Veronique,Male,34,1978-01-16,General Manager,Financial Services,Mass Customer,N,No,6,42
1846,8 Hoffman Alley,3181,VIC,Australia,10,Lorette,Daspar,Female,4,1978-12-18,Senior Editor,Manufacturing,Affluent Customer,N,No,7,41
1847,894 Duke Crossing,2665,NSW,Australia,1,Bobinette,Stanaway,Female,68,1978-02-04,Executive Secretary,Manufacturing,Mass Customer,N,No,6,42
1848,01714 Claremont Center,2474,NSW,Australia,3,Dev,Caghan,Male,22,1976-11-25,Information Systems Manager,Manufacturing,Mass Customer,N,No,9,43
1849,6809 Maple Park,3023,VIC,Australia,8,Jess,Bollans,Male,6,1958-07-01,Information Systems Manager,Retail,Mass Customer,N,Yes,5,61
1850,95294 Karstens Park,2155,NSW,Australia,9,Dare,Wasling,Male,4,1978-05-16,Biostatistician II,Manufacturing,High Net Worth,N,No,7,42
1851,8872 Bunker Hill Crossing,2196,NSW,Australia,9,Miles,Fallows,Male,20,1974-03-18,Account Representative II,Manufacturing,Mass Customer,N,No,13,46
1852,14 Westport Pass,3029,VIC,Australia,6,Darby,Shailer,Female,22,1978-01-21,Research Associate,Manufacturing,Affluent Customer,N,No,18,42
1853,867 Grim Terrace,3754,VIC,Australia,6,Agathe,Dimmick,Female,67,1987-06-20,Recruiter,Manufacturing,Mass Customer,N,Yes,17,32
1854,48023 International Way,3630,VIC,Australia,1,Mandie,Jeger,Female,11,1978-09-12,Community Outreach Specialist,Manufacturing,High Net Worth,N,Yes,17,41
1855,0 Prairie Rose Place,3802,VIC,Australia,7,Foss,Yanele,Male,2,1971-07-08,Librarian,Entertainment,Mass Customer,N,Yes,18,48
1856,56145 Porter Lane,2010,NSW,Australia,10,Toni,Harbidge,Female,57,1969-07-20,Associate Professor,Retail,Mass Customer,N,No,4,50
1857,509 Ridgeway Junction,3166,VIC,Australia,10,Purcell,Chinnery,Male,57,1968-09-20,Marketing Manager,Manufacturing,Affluent Customer,N,Yes,5,51
1858,41 Eagan Junction,2570,NSW,Australia,8,Gabriella,Chinnery,Female,30,1957-04-26,Senior Sales Associate,Manufacturing,High Net Worth,N,Yes,11,63
1859,5290 Lunder Park,2287,NSW,Australia,7,Melamie,Hardman,Female,81,1990-04-08,Accountant IV,IT,High Net Worth,N,Yes,12,30
1860,52425 Prairie Rose Road,4500,QLD,Australia,6,Holly-anne,Hamman,Female,4,1976-12-28,Nuclear Power Engineer,Manufacturing,Mass Customer,N,Yes,17,43
1861,7939 Toban Crossing,2770,NSW,Australia,7,Charlena,Muzzi,Female,26,1967-07-18,Geological Engineer,Manufacturing,Mass Customer,N,Yes,8,52
1862,0672 Lyons Pass,2153,NSW,Australia,10,Daron,Umpleby,Female,24,1980-06-29,Geological Engineer,Health,High Net Worth,N,Yes,4,39
1863,904 Mandrake Parkway,2820,NSW,Australia,1,Adelbert,Doelle,Male,10,1978-05-11,VP Product Management,Telecommunications,High Net Worth,N,No,20,42
1864,3007 Summer Ridge Street,4511,QLD,Australia,7,Anet,Pellitt,Female,45,1960-07-03,Senior Quality Engineer,Retail,Mass Customer,N,No,18,59
1865,47 Veith Junction,3196,VIC,Australia,9,Isabelita,Kitchener,Female,35,1997-12-24,Office Assistant III,Retail,Mass Customer,N,No,3,22
1866,007 Canary Circle,2047,NSW,Australia,12,Huberto,Bazylets,Male,27,1992-10-07,Marketing Manager,Manufacturing,Mass Customer,N,No,2,27
1867,1 Saint Paul Terrace,2161,NSW,Australia,6,Tonya,Ritmeier,Female,96,1986-04-16,Senior Developer,Manufacturing,Affluent Customer,N,No,3,34
1868,87705 Hovde Center,4870,QLD,Australia,5,Aloisia,Ivel,Female,11,1988-06-22,Assistant Manager,Retail,Mass Customer,N,No,10,31
1869,765 6th Plaza,4226,QLD,Australia,7,Neda,Longfellow,Female,73,1977-10-19,Geologist IV,Financial Services,High Net Worth,N,Yes,9,42
1870,248 Bartillon Plaza,4059,QLD,Australia,9,Alikee,Sjollema,Female,24,1973-01-16,Graphic Designer,Financial Services,Affluent Customer,N,No,9,47
1871,66811 Lerdahl Way,4160,QLD,Australia,4,Shayna,McQuin,Female,52,1994-01-23,Senior Cost Accountant,Financial Services,High Net Worth,N,Yes,8,26
1872,5809 Coolidge Avenue,2747,NSW,Australia,6,Leif,Feeney,Male,75,1973-05-28,Help Desk Technician,Manufacturing,Mass Customer,N,Yes,14,46
1873,2769 Banding Avenue,3189,VIC,Australia,10,Raul,Cabrer,Male,49,1992-07-09,General Manager,Manufacturing,Affluent Customer,N,Yes,4,27
1874,3 Monterey Trail,2582,NSW,Australia,9,Nickolai,McChesney,Male,17,1957-09-29,General Manager,Argiculture,High Net Worth,N,Yes,7,62
1875,85549 Sheridan Parkway,4170,QLD,Australia,8,Amory,Bohler,Male,4,1959-01-11,Staff Scientist,Retail,High Net Worth,N,Yes,19,61
1876,4498 Donald Crossing,2525,NSW,Australia,10,Borden,Wooles,Male,16,1977-05-28,Recruiting Manager,Financial Services,Affluent Customer,N,No,21,42
1877,4 Ridgeway Court,4030,QLD,Australia,4,Radcliffe,Bartolomeoni,Male,13,1966-09-09,Associate Professor,Financial Services,High Net Worth,N,Yes,16,53
1878,4 Bartelt Hill,4510,QLD,Australia,1,Pen,Hedgecock,Male,6,1954-11-06,Account Coordinator,Health,Affluent Customer,N,No,10,65
1879,91116 Riverside Plaza,2114,NSW,Australia,8,Kermy,Heningam,Male,4,1967-04-25,Account Representative I,Manufacturing,High Net Worth,N,No,5,53
1880,60911 Almo Point,2066,NSW,Australia,12,Garrett,Dommett,Male,50,1972-08-11,Account Representative I,Manufacturing,High Net Worth,N,No,17,47
1881,0 Superior Pass,2050,NSW,Australia,8,Gherardo,Lahy,Male,61,1957-12-10,Quality Control Specialist,Manufacturing,Affluent Customer,N,Yes,12,62
1882,9 Superior Terrace,2199,NSW,Australia,9,Justin,Ragless,Male,86,1964-05-05,Account Executive,Manufacturing,Affluent Customer,N,No,10,56
1883,57 Marquette Hill,4120,QLD,Australia,6,Jinny,Cawood,Female,6,1991-08-13,Account Executive,Health,Mass Customer,N,No,6,28
1884,36 Sommers Place,2096,NSW,Australia,12,Aurore,Buckmaster,Female,19,1969-11-25,Account Executive,Manufacturing,Mass Customer,N,Yes,17,50
